Coluna1	Coluna2	Coluna3	Coluna4	 Coluna5 	Coluna6	Coluna7	Coluna8	Coluna9	Coluna10	Coluna11
Leonardo		MySQL		780	8	40341	Pessoa Física	Joaquim	Manhã	São Paulo
Carlitos		HTML 77		980	10	40135	Pessoa Jurídica	Lívia	Tarde	São Paulo
Flaviana		Excel Básico		1020	10	40580	Pessoa Jurídica	Rossana	Noite	São Paulo
Santoro		Excel Intermediário		1340	12	41505	Pessoa Jurídica	Euletério	Integral	São Paulo
Leudissandro		Excel Avançado		1870	10	42267	Pessoa Física	Fábio	Madrugada	São Paulo
Paola		Excel BI		1910	9	40563	Pessoa Jurídica	Joaquim	Quarta-feira	São Paulo
Andrázio		Excel VBA Básico		2240	10	41815	Pessoa Física	Lívia	Quinta-feira	São Paulo
Luciana		Excel VBA avançado		2479	9	42447	Pessoa Física	Rossana	Personalizado	São Paulo
Florisbela		Access + VBA		3200	9	40307	Pessoa Física	Euletério	Manhã	São Paulo
Leonardo		JavaScript Básico		3921	8	42035	Pessoa Jurídica	Fábio	Tarde	São Paulo
Carlitos		JavaScript Avançado		780	9	41387	Pessoa Jurídica	Joaquim	Noite	São Paulo
Flaviana		SQL Básico		980	8	41484	Pessoa Jurídica	Lívia	Integral	São Paulo
Santoro		SQL Avançado		1020	11	42290	Pessoa Física	Fábio	Madrugada	São Paulo
Leudissandro		Css Básico		1340	9	41305	Pessoa Jurídica	Joaquim	Sexta-feira	São Paulo
Paola		Css Avançado		1870	9	40423	Pessoa Física	Lívia	Sábado	São Paulo
Andrázio		MySQL		1910	12	41773	Pessoa Física	Rossana	Personalizado	São Paulo
Luciana		HTML 78		2240	12	41625	Pessoa Física	Euletério	Manhã	São Paulo
Florisbela		Excel Básico		2479	10	41500	Pessoa Jurídica	Fábio	Tarde	São Paulo
Leonardo		Excel Intermediário		3200	11	40572	Pessoa Jurídica	Joaquim	Noite	São Paulo
Carlitos		Excel Avançado		3921	10	40348	Pessoa Jurídica	Lívia	Integral	São Paulo
Flaviana		Excel BI		780	10	41622	Pessoa Física	Rossana	Madrugada	São Paulo
Santoro		Excel VBA Básico		980	9	42280	Pessoa Jurídica	Euletério	Domingo	São Paulo
Leudissandro		Excel VBA avançado		1020	9	41642	Pessoa Física	Fábio	Segunda-feira	São Paulo
Paola		Access + VBA		1340	10	40716	Pessoa Física	Joaquim	Personalizado	São Paulo
Andrázio		JavaScript Básico		1870	12	40065	Pessoa Física	Lívia	Manhã	São Paulo
Luciana		JavaScript Avançado		1910	9	40246	Pessoa Jurídica	Rossana	Tarde	São Paulo
Florisbela		SQL Básico		2240	8	40315	Pessoa Jurídica	Euletério	Noite	São Paulo
Leonardo		SQL Avançado		2479	8	41320	Pessoa Jurídica	Fábio	Integral	São Paulo
Carlitos		Css Básico		3200	11	41992	Pessoa Física	Joaquim	Madrugada	São Paulo
Flaviana		Css Avançado		3921	9	40611	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Santoro		MySQL		780	12	41549	Pessoa Física	Rossana	Quarta-feira	São Paulo
Leudissandro		HTML 79		980	9	40272	Pessoa Física	Euletério	Personalizado	São Paulo
Paola		Excel Básico		1020	8	40780	Pessoa Física	Fábio	Manhã	São Paulo
Andrázio		Excel Intermediário		1340	11	41930	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Luciana		Excel Avançado		1870	11	41931	Pessoa Jurídica	Lívia	Noite	São Paulo
Florisbela		Excel BI		1910	11	41592	Pessoa Jurídica	Rossana	Integral	São Paulo
Leonardo		Excel VBA Básico		2240	10	41300	Pessoa Física	Euletério	Madrugada	São Paulo
Carlitos		Excel VBA avançado		2479	10	41292	Pessoa Jurídica	Fábio	Quinta-feira	São Paulo
Flaviana		Access + VBA		3200	10	42091	Pessoa Física	Joaquim	Sexta-feira	São Paulo
Santoro		JavaScript Básico		3921	11	40119	Pessoa Física	Lívia	Personalizado	São Paulo
Leudissandro		JavaScript Avançado		780	11	41600	Pessoa Física	Fábio	Manhã	São Paulo
Paola		SQL Básico		980	8	42484	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Andrázio		SQL Avançado		1020	11	40452	Pessoa Jurídica	Lívia	Noite	São Paulo
Luciana		Css Básico		1340	9	40598	Pessoa Jurídica	Rossana	Integral	São Paulo
Florisbela		Css Avançado		1870	8	41056	Pessoa Física	Euletério	Madrugada	São Paulo
Leonardo		MySQL		1910	8	40936	Pessoa Jurídica	Fábio	Sábado	São Paulo
Carlitos		HTML 80		2240	10	42213	Pessoa Física	Joaquim	Domingo	São Paulo
Flaviana		Excel Básico		2479	10	42291	Pessoa Física	Lívia	Personalizado	São Paulo
Santoro		Excel Intermediário		3200	8	42229	Pessoa Física	Rossana	Manhã	São Paulo
Leudissandro		Excel Avançado		3921	9	42289	Pessoa Jurídica	Euletério	Tarde	São Paulo
Paola		Excel BI		780	9	41779	Pessoa Jurídica	Fábio	Noite	São Paulo
Andrázio		Excel VBA Básico		980	10	41016	Pessoa Jurídica	Joaquim	Integral	São Paulo
Luciana		Excel VBA avançado		1020	8	41507	Pessoa Física	Lívia	Madrugada	São Paulo
Florisbela		Access + VBA		1340	11	41487	Pessoa Jurídica	Rossana	Segunda-feira	São Paulo
Leonardo		JavaScript Básico		1870	9	42464	Pessoa Física	Euletério	Terça-feira	São Paulo
Carlitos		JavaScript Avançado		1910	9	41886	Pessoa Física	Fábio	Personalizado	São Paulo
Flaviana		SQL Básico		2240	11	41304	Pessoa Física	Joaquim	Manhã	São Paulo
Santoro		SQL Avançado		2479	12	40829	Pessoa Jurídica	Lívia	Tarde	Bahia
Leudissandro		Css Básico		3200	8	42174	Pessoa Jurídica	Rossana	Noite	Bahia
Paola		Css Avançado		3921	8	41137	Pessoa Jurídica	Euletério	Integral	Brasília
Andrázio		MySQL		780	11	41169	Pessoa Física	Fábio	Madrugada	Ceará
Luciana		HTML 81		980	10	41886	Pessoa Jurídica	Joaquim	Quarta-feira	Goiás
Florisbela		Excel Básico		1020	9	41063	Pessoa Física	Lívia	Quinta-feira	Minas Gerais
Leonardo		Excel Intermediário		1340	9	41843	Pessoa Física	Rossana	Personalizado	Minas Gerais
Carlitos		Excel Avançado		1870	9	42075	Pessoa Física	Euletério	Manhã	Minas Gerais
Flaviana		Excel BI		1910	10	40866	Pessoa Jurídica	Fábio	Tarde	Minas Gerais
Santoro		Excel VBA Básico		2240	11	41108	Pessoa Jurídica	Joaquim	Noite	Paraíba
Leudissandro		Excel VBA avançado		2479	8	40564	Pessoa Jurídica	Lívia	Integral	Paraná
Paola		Access + VBA		3200	10	40328	Pessoa Física	Fábio	Madrugada	Pernambuco
Andrázio		JavaScript Básico		3921	12	42202	Pessoa Jurídica	Joaquim	Sexta-feira	Pernambuco
Luciana		JavaScript Avançado		780	11	41260	Pessoa Física	Lívia	Sábado	Pernambuco
Florisbela		SQL Básico		980	9	40563	Pessoa Física	Rossana	Personalizado	Rio de Janeiro
Leonardo		SQL Avançado		1020	10	42065	Pessoa Física	Euletério	Manhã	Rio de Janeiro
Carlitos		Css Básico		1340	8	40348	Pessoa Jurídica	Fábio	Tarde	Rio de Janeiro
Flaviana		Css Avançado		1870	9	40283	Pessoa Jurídica	Joaquim	Noite	Rio de Janeiro
Santoro		MySQL		1910	11	41642	Pessoa Jurídica	Lívia	Integral	Rio Grande do Sul
Leudissandro		HTML 82		2240	9	42026	Pessoa Física	Rossana	Madrugada	Rio Grande do Sul
Paola		Excel Básico		2479	12	41334	Pessoa Jurídica	Euletério	Domingo	São Paulo
Andrázio		Excel Intermediário		3200	8	41516	Pessoa Física	Fábio	Segunda-feira	São Paulo
Luciana		Excel Avançado		3921	11	42280	Pessoa Física	Joaquim	Personalizado	São Paulo
Florisbela		Excel BI		780	12	40568	Pessoa Física	Lívia	Manhã	São Paulo
Leonardo		Excel VBA Básico		980	10	42475	Pessoa Jurídica	Rossana	Tarde	São Paulo
Carlitos		Excel VBA avançado		1020	11	40745	Pessoa Jurídica	Euletério	Noite	São Paulo
Flaviana		Access + VBA		1340	8	41486	Pessoa Jurídica	Fábio	Integral	São Paulo
Santoro		JavaScript Básico		1870	10	42040	Pessoa Física	Joaquim	Madrugada	São Paulo
Leudissandro		JavaScript Avançado		1910	8	41655	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Paola		SQL Básico		2240	8	41178	Pessoa Física	Rossana	Quarta-feira	São Paulo
Andrázio		SQL Avançado		2479	11	41467	Pessoa Física	Euletério	Personalizado	Bahia
Luciana		Css Básico		3200	11	40405	Pessoa Física	Fábio	Manhã	Bahia
Florisbela		Css Avançado		3921	10	41761	Pessoa Jurídica	Joaquim	Tarde	Espírito Santo
Leonardo		MySQL		780	9	40878	Pessoa Jurídica	Lívia	Noite	Minas Gerais
Carlitos		HTML 83		980	9	42181	Pessoa Jurídica	Rossana	Integral	Minas Gerais
Flaviana		Excel Básico		1020	8	40481	Pessoa Física	Euletério	Madrugada	Minas Gerais
Santoro		Excel Intermediário		1340	9	41787	Pessoa Jurídica	Fábio	Quinta-feira	Minas Gerais
Leudissandro		Excel Avançado		1870	9	41316	Pessoa Física	Joaquim	Sexta-feira	Minas Gerais
Paola		Excel BI		1910	8	42213	Pessoa Física	Lívia	Personalizado	Paraná
Andrázio		Excel VBA Básico		2240	8	41454	Pessoa Física	Fábio	Manhã	Paraná
Luciana		Excel VBA avançado		2479	11	40034	Pessoa Jurídica	Joaquim	Tarde	Paraná
Florisbela		Access + VBA		3200	12	41366	Pessoa Jurídica	Lívia	Noite	Rio de Janeiro
Leonardo		JavaScript Básico		3921	11	40412	Pessoa Jurídica	Rossana	Integral	Rio Grande do Sul
Carlitos		JavaScript Avançado		780	10	40892	Pessoa Física	Euletério	Madrugada	Rio Grande do Sul
Flaviana		SQL Básico		980	11	41905	Pessoa Jurídica	Fábio	Sábado	Santa Catarina
Santoro		SQL Avançado		1020	8	42360	Pessoa Física	Joaquim	Domingo	Santa Catarina
Leudissandro		Css Básico		1340	9	41944	Pessoa Física	Lívia	Personalizado	São Paulo
Paola		Css Avançado		1870	12	40298	Pessoa Física	Rossana	Manhã	São Paulo
Andrázio		MySQL		1910	11	40748	Pessoa Jurídica	Euletério	Tarde	São Paulo
Luciana		HTML 84		2240	8	40712	Pessoa Jurídica	Fábio	Noite	São Paulo
Florisbela		Excel Básico		2479	9	40090	Pessoa Jurídica	Joaquim	Integral	São Paulo
Leonardo		Excel Intermediário		3200	9	40814	Pessoa Física	Lívia	Madrugada	São Paulo
Carlitos		Excel Avançado		3921	12	41383	Pessoa Jurídica	Rossana	Segunda-feira	São Paulo
Flaviana		Excel BI		780	8	41470	Pessoa Física	Euletério	Terça-feira	São Paulo
Santoro		Excel VBA Básico		980	11	41247	Pessoa Física	Fábio	Personalizado	São Paulo
Leudissandro		Excel VBA avançado		1020	12	40276	Pessoa Física	Joaquim	Manhã	São Paulo
Paola		Access + VBA		1340	8	41761	Pessoa Jurídica	Lívia	Tarde	São Paulo
Andrázio		JavaScript Básico		1870	9	42337	Pessoa Jurídica	Rossana	Noite	São Paulo
Luciana		JavaScript Avançado		1910	10	41245	Pessoa Jurídica	Euletério	Integral	São Paulo
Florisbela		SQL Básico		2240	8	40911	Pessoa Física	Fábio	Madrugada	São Paulo
Leonardo		SQL Avançado		2479	12	42445	Pessoa Jurídica	Joaquim	Quarta-feira	São Paulo
Carlitos		Css Básico		3200	12	42303	Pessoa Física	Lívia	Quinta-feira	São Paulo
Flaviana		Css Avançado		3921	12	40315	Pessoa Física	Rossana	Personalizado	São Paulo
Santoro		MySQL		780	8	40884	Pessoa Física	Euletério	Manhã	São Paulo
Leudissandro		HTML 85		980	9	41892	Pessoa Jurídica	Fábio	Tarde	São Paulo
Paola		Excel Básico		1020	12	40553	Pessoa Jurídica	Joaquim	Noite	São Paulo
Andrázio		Excel Intermediário		1340	9	41941	Pessoa Jurídica	Lívia	Integral	São Paulo
Luciana		Excel Avançado		1870	11	41657	Pessoa Física	Fábio	Madrugada	São Paulo
Florisbela		Excel BI		1910	8	41333	Pessoa Jurídica	Joaquim	Sexta-feira	São Paulo
Leonardo		Excel VBA Básico		2240	8	42288	Pessoa Física	Lívia	Sábado	São Paulo
Carlitos		Excel VBA avançado		2479	10	42390	Pessoa Física	Rossana	Personalizado	São Paulo
Flaviana		Access + VBA		3200	8	41729	Pessoa Física	Euletério	Manhã	São Paulo
Santoro		JavaScript Básico		3921	8	40621	Pessoa Jurídica	Fábio	Tarde	São Paulo
Leudissandro		JavaScript Avançado		780	8	42401	Pessoa Jurídica	Joaquim	Noite	São Paulo
Paola		SQL Básico		980	10	41340	Pessoa Jurídica	Lívia	Integral	São Paulo
Andrázio		SQL Avançado		1020	12	40642	Pessoa Física	Rossana	Madrugada	Bahia
Luciana		Css Básico		1340	12	42001	Pessoa Jurídica	Euletério	Domingo	Bahia
Florisbela		Css Avançado		1870	8	42134	Pessoa Física	Fábio	Segunda-feira	Bahia
Leonardo		MySQL		1910	12	40533	Pessoa Física	Joaquim	Personalizado	Bahia
Carlitos		HTML 86		2240	10	41599	Pessoa Física	Lívia	Manhã	Bahia
Flaviana		Excel Básico		2479	11	42082	Pessoa Jurídica	Rossana	Tarde	Bahia
Santoro		Excel Intermediário		3200	12	41714	Pessoa Jurídica	Euletério	Noite	Bahia
Leudissandro		Excel Avançado		3921	12	40713	Pessoa Jurídica	Fábio	Integral	Bahia
Paola		Excel BI		780	9	42044	Pessoa Física	Joaquim	Madrugada	Bahia
Andrázio		Excel VBA Básico		980	10	40812	Pessoa Jurídica	Lívia	Terça-feira	Bahia
Luciana		Excel VBA avançado		1020	9	42353	Pessoa Física	Rossana	Quarta-feira	Bahia
Florisbela		Access + VBA		1340	8	41816	Pessoa Física	Euletério	Personalizado	Bahia
Leonardo		JavaScript Básico		1870	12	42164	Pessoa Física	Fábio	Manhã	Bahia
Carlitos		JavaScript Avançado		1910	10	40492	Pessoa Jurídica	Joaquim	Tarde	Bahia
Flaviana		SQL Básico		2240	10	41476	Pessoa Jurídica	Lívia	Noite	Ceará
Santoro		SQL Avançado		2479	8	42155	Pessoa Jurídica	Rossana	Integral	Espírito Santo
Leudissandro		Css Básico		3200	12	41642	Pessoa Física	Euletério	Madrugada	Espírito Santo
Paola		Css Avançado		3921	11	41779	Pessoa Jurídica	Fábio	Quinta-feira	Goiás
Andrázio		MySQL		780	9	42217	Pessoa Física	Joaquim	Sexta-feira	Mato Grosso
Luciana		HTML 87		980	8	40155	Pessoa Física	Lívia	Personalizado	Mato Grosso
Florisbela		Excel Básico		1020	11	42361	Pessoa Física	Fábio	Manhã	Mato Grosso
Leonardo		Excel Intermediário		1340	8	40596	Pessoa Jurídica	Joaquim	Tarde	Mato Grosso
Carlitos		Excel Avançado		1870	11	42331	Pessoa Jurídica	Lívia	Noite	Mato Grosso do Sul
Flaviana		Excel BI		1910	11	40090	Pessoa Jurídica	Rossana	Integral	Mato Grosso do Sul
Santoro		Excel VBA Básico		2240	12	40327	Pessoa Física	Euletério	Madrugada	Minas Gerais
Leudissandro		Excel VBA avançado		2479	10	42186	Pessoa Jurídica	Fábio	Sábado	Minas Gerais
Paola		Access + VBA		3200	8	40367	Pessoa Física	Joaquim	Domingo	Minas Gerais
Andrázio		JavaScript Básico		3921	11	40813	Pessoa Física	Lívia	Personalizado	Minas Gerais
Luciana		JavaScript Avançado		780	12	41577	Pessoa Física	Rossana	Manhã	Paraná
Florisbela		SQL Básico		980	10	41902	Pessoa Jurídica	Euletério	Tarde	Paraná
Leonardo		SQL Avançado		1020	9	42347	Pessoa Jurídica	Fábio	Noite	Paraná
Carlitos		Css Básico		1340	10	40248	Pessoa Jurídica	Joaquim	Integral	Pernambuco
Flaviana		Css Avançado		1870	9	41280	Pessoa Física	Lívia	Madrugada	Rio de Janeiro
Santoro		MySQL		1910	12	41169	Pessoa Jurídica	Rossana	Segunda-feira	Rio de Janeiro
Leudissandro		HTML 88		2240	8	40850	Pessoa Física	Euletério	Terça-feira	Rio de Janeiro
Paola		Excel Básico		2479	12	41854	Pessoa Física	Fábio	Personalizado	Rio de Janeiro
Andrázio		Excel Intermediário		3200	12	41981	Pessoa Física	Joaquim	Manhã	Rio de Janeiro
Luciana		Excel Avançado		3921	12	42182	Pessoa Jurídica	Lívia	Tarde	Rio de Janeiro
Florisbela		Excel BI		780	10	40610	Pessoa Jurídica	Rossana	Noite	Rio de Janeiro
Leonardo		Excel VBA Básico		980	10	41406	Pessoa Jurídica	Euletério	Integral	Rio de Janeiro
Carlitos		Excel VBA avançado		1020	9	40845	Pessoa Física	Fábio	Madrugada	Rio Grande do Sul
Flaviana		Access + VBA		1340	12	42052	Pessoa Jurídica	Joaquim	Quarta-feira	Rio Grande do Sul
Santoro		JavaScript Básico		1870	10	41034	Pessoa Física	Lívia	Quinta-feira	Rio Grande do Sul
Leudissandro		JavaScript Avançado		1910	11	41119	Pessoa Física	Rossana	Personalizado	Rondônia
Paola		SQL Básico		2240	9	42315	Pessoa Física	Euletério	Manhã	Santa Catarina
Andrázio		SQL Avançado		2479	8	41131	Pessoa Jurídica	Fábio	Tarde	Santa Catarina
Luciana		Css Básico		3200	10	42361	Pessoa Jurídica	Joaquim	Noite	Santa Catarina
Florisbela		Css Avançado		3921	10	40557	Pessoa Jurídica	Lívia	Integral	São Paulo
Leonardo		MySQL		780	9	40967	Pessoa Física	Fábio	Madrugada	São Paulo
Carlitos		HTML 89		980	9	42006	Pessoa Jurídica	Joaquim	Sexta-feira	São Paulo
Flaviana		Excel Básico		1020	9	42466	Pessoa Física	Lívia	Sábado	São Paulo
Santoro		Excel Intermediário		1340	12	40944	Pessoa Física	Rossana	Personalizado	São Paulo
Leudissandro		Excel Avançado		1870	9	42068	Pessoa Física	Euletério	Manhã	São Paulo
Paola		Excel BI		1910	12	42232	Pessoa Jurídica	Fábio	Tarde	São Paulo
Andrázio		Excel VBA Básico		2240	9	41700	Pessoa Jurídica	Joaquim	Noite	São Paulo
Luciana		Excel VBA avançado		2479	12	40381	Pessoa Jurídica	Lívia	Integral	São Paulo
Florisbela		Access + VBA		3200	12	41893	Pessoa Física	Rossana	Madrugada	São Paulo
Leonardo		JavaScript Básico		3921	11	41119	Pessoa Jurídica	Euletério	Domingo	São Paulo
Carlitos		JavaScript Avançado		780	12	42103	Pessoa Física	Fábio	Segunda-feira	São Paulo
Flaviana		SQL Básico		980	10	40657	Pessoa Física	Joaquim	Personalizado	São Paulo
Santoro		SQL Avançado		1020	10	40621	Pessoa Física	Lívia	Manhã	São Paulo
Leudissandro		Css Básico		1340	10	40375	Pessoa Jurídica	Rossana	Tarde	São Paulo
Paola		Css Avançado		1870	9	40170	Pessoa Jurídica	Euletério	Noite	São Paulo
Andrázio		MySQL		1910	8	42430	Pessoa Jurídica	Fábio	Integral	São Paulo
Luciana		HTML 90		2240	11	42467	Pessoa Física	Joaquim	Madrugada	São Paulo
Florisbela		Excel Básico		2479	8	42103	Pessoa Jurídica	Lívia	Terça-feira	São Paulo
Leonardo		Excel Intermediário		3200	8	42144	Pessoa Física	Rossana	Quarta-feira	São Paulo
Carlitos		Excel Avançado		3921	9	41110	Pessoa Física	Euletério	Personalizado	São Paulo
Flaviana		Excel BI		780	9	41460	Pessoa Física	Fábio	Manhã	São Paulo
Santoro		Excel VBA Básico		980	10	40439	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Leudissandro		Excel VBA avançado		1020	8	42444	Pessoa Jurídica	Lívia	Noite	São Paulo
Paola		Access + VBA		1340	8	41971	Pessoa Jurídica	Rossana	Integral	São Paulo
Andrázio		JavaScript Básico		1870	11	42357	Pessoa Física	Euletério	Madrugada	São Paulo
Luciana		JavaScript Avançado		1910	11	41940	Pessoa Jurídica	Fábio	Quinta-feira	São Paulo
Florisbela		SQL Básico		2240	8	40936	Pessoa Física	Joaquim	Sexta-feira	São Paulo
Leonardo		SQL Avançado		2479	10	42095	Pessoa Física	Lívia	Personalizado	São Paulo
Carlitos		Css Básico		3200	11	40000	Pessoa Física	Fábio	Manhã	São Paulo
Flaviana		Css Avançado		3921	9	42462	Pessoa Jurídica	Joaquim	Tarde	São Paulo
Santoro		MySQL		780	11	42098	Pessoa Jurídica	Lívia	Noite	São Paulo
Leudissandro		HTML 91		980	12	40182	Pessoa Jurídica	Rossana	Integral	São Paulo
Paola		Excel Básico		1020	10	40670	Pessoa Física	Euletério	Madrugada	São Paulo
Andrázio		Excel Intermediário		1340	9	40272	Pessoa Jurídica	Fábio	Sábado	São Paulo
Luciana		Excel Avançado		1870	8	42002	Pessoa Física	Joaquim	Domingo	São Paulo
Florisbela		Excel BI		1910	11	42400	Pessoa Física	Lívia	Personalizado	São Paulo
Leonardo		Excel VBA Básico		2240	9	42321	Pessoa Física	Rossana	Manhã	São Paulo
Carlitos		Excel VBA avançado		2479	8	42132	Pessoa Jurídica	Euletério	Tarde	São Paulo
Flaviana		Access + VBA		3200	9	42448	Pessoa Jurídica	Fábio	Noite	São Paulo
Santoro		JavaScript Básico		3921	12	42393	Pessoa Jurídica	Joaquim	Integral	São Paulo
Leudissandro		JavaScript Avançado		780	11	42356	Pessoa Física	Lívia	Madrugada	São Paulo
Paola		SQL Básico		980	10	40676	Pessoa Jurídica	Rossana	Segunda-feira	São Paulo
Andrázio		SQL Avançado		1020	11	40761	Pessoa Física	Euletério	Terça-feira	São Paulo
Luciana		Css Básico		1340	12	42046	Pessoa Física	Fábio	Personalizado	São Paulo
Florisbela		Css Avançado		1870	9	41949	Pessoa Física	Joaquim	Manhã	São Paulo
Leonardo		MySQL		1910	9	41104	Pessoa Jurídica	Lívia	Tarde	Sergipe
Carlitos		HTML 92		2240	10	40129	Pessoa Jurídica	Rossana	Noite	Alagoas
Flaviana		Excel Básico		2479	8	40416	Pessoa Jurídica	Euletério	Integral	Amapá
Santoro		Excel Intermediário		3200	12	41776	Pessoa Física	Fábio	Madrugada	Amazonas
Leudissandro		Excel Avançado		3921	9	40893	Pessoa Jurídica	Joaquim	Quarta-feira	Bahia
Paola		Excel BI		780	12	41766	Pessoa Física	Lívia	Quinta-feira	Brasília
Andrázio		Excel VBA Básico		980	8	41791	Pessoa Física	Rossana	Personalizado	Ceará
Luciana		Excel VBA avançado		1020	11	41105	Pessoa Física	Euletério	Manhã	Ceará
Florisbela		Access + VBA		1340	9	41539	Pessoa Jurídica	Fábio	Tarde	Ceará
Leonardo		JavaScript Básico		1870	10	41081	Pessoa Jurídica	Joaquim	Noite	Ceará
Carlitos		JavaScript Avançado		1910	9	42336	Pessoa Jurídica	Lívia	Integral	Espírito Santo
Flaviana		SQL Básico		2240	12	42433	Pessoa Física	Fábio	Madrugada	Goiás
Santoro		SQL Avançado		2479	8	42475	Pessoa Jurídica	Joaquim	Sexta-feira	Mato Grosso
Leudissandro		Css Básico		3200	10	40939	Pessoa Física	Lívia	Sábado	Minas Gerais
Paola		Css Avançado		3921	12	41580	Pessoa Física	Rossana	Personalizado	Minas Gerais
Andrázio		MySQL		780	12	41419	Pessoa Física	Euletério	Manhã	Pará
Luciana		HTML 93		980	12	42151	Pessoa Jurídica	Fábio	Tarde	Pará
Florisbela		Excel Básico		1020	11	40840	Pessoa Jurídica	Joaquim	Noite	Paraíba
